loan_id,customer_id,loan_status,application_time,current_loan_amount,term,tax_liens,purpose,no_of_properties,home_ownership,annual_income,years_in_current_job,months_since_last_delinquent,no_of_cars,no_of_children,credit_score,monthly_debt,years_of_credit_history,no_of_open_accounts,no_of_credit_problems,current_credit_balance,max_open_credit,bankruptcies,application_date,application_year,application_month,application_week,application_day,application_season,current_credit_balance_ratio
abf3db48-e6fb-4ac5-884a-598f1a2979fc,00024ad3-b367-44e3-81ff-4bee18ed00b4,1,2015-07-19 10:17:00,99999999.0,0,0.0,0.7881319926356041,4.0,1.0,161684.0,11,35.277524869330634,0.0,1.0,747.0,1414.73,26.0,9.0,0.0,33575.0,0.0,0.0,2015-07-19,2015,7,29,19,3,0.00033575000335750004
f36ec981-8ad7-4757-9541-d9d6d8561bb3,0003f10e-f8f4-4eb1-9bb8-b980fdda707c,1,2015-10-03 10:34:00,11940.0,0,0.0,0.7881319926356041,4.0,2.0,72530.06297492402,11,35.277524869330634,5.0,1.0,1338.2891337386018,1439.44,21.0,12.0,0.0,6267.0,49343.0,0.0,2015-10-03,2015,10,40,3,4,0.5248743718592965
7661d390-2394-4ee1-b2e7-8440f8c5f978,000685bc-92e8-44ca-9943-7668d3efc988,1,2015-07-06 13:54:00,9843.0,0,0.0,0.7881319926356041,2.0,0.0,98399.0,11,16.0,0.0,2.0,735.0,1361.18,33.0,18.0,0.0,4554.0,24752.0,0.0,2015-07-06,2015,7,28,6,3,0.4626638220054861
cd6cb65b-10a1-43b8-a83d-569184b35ae7,0007b08c-a4ba-436d-af3e-d91745216fd8,1,2015-08-22 11:01:00,16400.0,0,0.0,0.0584902988245291,4.0,2.0,97375.0,11,35.277524869330634,3.0,3.0,749.0,177.71,21.0,14.0,0.0,2806.0,93549.0,0.0,2015-08-22,2015,8,34,22,3,0.17109756097560977
ef7904b9-94ec-4e54-b43b-d0c8ea0f5f74,000db80b-d11b-4f8f-aaa8-597ff693131b,1,2015-06-07 10:38:00,27829.0,0,0.0,0.7881319926356041,0.0,1.0,99390.0,11,35.277524869330634,5.0,2.0,749.0,2103.76,29.0,23.0,0.0,164392.0,395174.0,0.0,2015-06-07,2015,6,23,7,2,5.907219088001725
cdc43992-adf1-4dfb-b140-ea82c6632f94,000e5096-7c7a-4c8c-9a74-434cea94e4bf,0,2015-06-04 11:39:00,15047.0,0,0.0,0.7881319926356041,2.0,1.0,42788.0,-1,35.277524869330634,4.0,0.0,7360.0,211.8,32.0,5.0,0.0,7498.0,10532.0,0.0,2015-06-04,2015,6,23,4,2,0.49830531002857714
4d16debf-6104-4652-a9a2-20f15b3e986e,000ed381-6725-43b5-bc13-4b742bd9b212,0,2015-07-10 14:02:00,3007.0,0,0.0,0.7881319926356041,4.0,2.0,33794.0,-1,35.277524869330634,3.0,0.0,740.0,402.71,24.0,6.0,0.0,16148.0,18434.0,0.0,2015-07-10,2015,7,28,10,3,5.37013634852012
c6e62921-023d-4033-9805-0179cde0de33,00132610-2f2f-4aeb-a371-2d66aca1248e,1,2015-10-24 14:29:00,13092.0,1,0.0,0.7881319926356041,1.0,1.0,72530.06297492402,-1,35.277524869330634,2.5057286725534555,1.5002554185214916,1338.2891337386018,946.5397708530983,18.60621761658031,11.122308983434284,0.14690213821790848,15312.832372473182,38720.65248485733,0.10249287228598582,2015-10-24,2015,10,43,24,4,0.0
aea15487-584b-4f41-a012-6f04d023defe,001534d4-00d8-4b98-acdc-a43a92892e4f,1,2015-06-11 10:51:00,29346.0,1,0.0,0.7881319926356041,3.0,1.0,72530.06297492402,-1,35.277524869330634,2.5057286725534555,1.5002554185214916,1338.2891337386018,946.5397708530983,18.60621761658031,11.122308983434284,0.14690213821790848,15312.832372473182,38720.65248485733,0.10249287228598582,2015-06-11,2015,6,24,11,2,0.0
a706e06d-89dd-46be-8b89-0cb3f6929e2f,001e1c88-c4fe-4727-80b9-d3464230602d,1,2015-09-04 10:24:00,34332.0,0,0.0,0.7881319926356041,4.0,1.0,132422.0,0,35.277524869330634,0.0,3.0,740.0,1478.71,23.0,15.0,0.0,33471.0,54961.0,0.0,2015-09-04,2015,9,36,4,3,0.9749213561691716
