loan_id,customer_id,loan_status,application_time,current_loan_amount,term,tax_liens,purpose,no_of_properties,home_ownership,annual_income,years_in_current_job,months_since_last_delinquent,no_of_cars,no_of_children,credit_score,monthly_debt,years_of_credit_history,no_of_open_accounts,no_of_credit_problems,current_credit_balance,max_open_credit,bankruptcies,application_date,application_year,application_month,application_week,application_day,application_season,current_credit_balance_ratio
5656635e-cdbc-4015-9f6d-e76fb56f96d1,00042bee-549b-486a-909e-0d0e55aeeddf,1,2016-12-07 13:03:00,99999999.0,0,0.0,0.059895250458838804,0.0,1.0,110833.0,11,15.0,5.0,0.0,737.0,1939.57,13.9,15.0,0.0,20499.0,79145.0,0.0,2016-12-07,2016,12,49,7,4,0.00020499000204990002
d12cc147-fadf-44c1-a0fd-ea9dad37e8f1,00062646-806a-4e8c-8cfd-afeb458cdf22,0,2016-07-11 11:50:00,18497.0,1,0.0,0.08952952235999821,2.0,1.0,47165.0,-1,26.0,5.0,0.0,6130.0,475.58,22.7,12.0,0.0,2908.0,11868.0,0.0,2016-07-11,2016,7,28,11,3,0.15721468346218306
008405fc-21d5-4531-a4a5-117feb1119c9,000ae2e0-788e-4b49-b861-5e241a68d5d4,0,2016-09-02 14:42:00,2932.0,0,0.0,0.7869645015443842,4.0,0.0,46915.0,6,40.0,2.0,0.0,730.0,1129.87,18.4,14.0,1.0,5432.0,11247.0,1.0,2016-09-02,2016,9,35,2,3,1.8526603001364257
77a9bcae-7cec-4391-a308-ba3c67874fb2,000b0ae9-bde2-4277-b18b-93eb51ebed60,0,2016-10-22 11:02:00,29355.0,1,0.0,0.7869645015443842,1.0,1.0,72390.11207198375,8,23.0,0.0,0.0,1356.613038759147,1592.51,23.0,15.0,0.0,32086.0,36881.0,0.0,2016-10-22,2016,10,42,22,4,1.0930335547606882
87b6a064-b524-4cff-a968-b176bdc70075,000bbb5d-3a62-4712-908e-caacd7a815d5,1,2016-10-28 14:18:00,33231.0,0,0.0,0.7869645015443842,0.0,1.0,72390.11207198375,-1,35.32015393209608,2.51250734940403,1.498556844299535,1356.613038759147,950.3835275409572,18.489755993265092,11.096346580431355,0.14613678274581074,15419.133174760136,37916.40196707291,0.10235461144892985,2016-10-28,2016,10,43,28,4,0.0
97cebd54-0680-4c12-afd1-a0f94d3e323a,000f9236-4a3c-4384-97fc-80f3b601009a,1,2016-07-23 11:12:00,8891.0,0,0.0,0.7869645015443842,3.0,0.0,57298.0,2,32.0,4.0,3.0,729.0,335.67,28.6,9.0,0.0,13439.0,26352.0,0.0,2016-07-23,2016,7,29,23,3,1.5115285119784052
6b69b5bc-b15d-4e37-bdf9-0021a0fd6330,0011c313-8ba2-454e-9bc1-7a8127869e17,1,2016-10-10 11:01:00,6909.0,0,0.0,0.08952952235999821,0.0,0.0,72390.11207198375,6,41.0,3.0,1.0,1356.613038759147,162.91,11.8,7.0,0.0,984.0,3453.0,0.0,2016-10-10,2016,10,41,10,4,0.14242292661745548
54bd20d4-3baf-4143-afc5-b6db9300a14d,00127cca-7050-4867-9410-8249ef8ad4d2,1,2016-11-18 12:00:00,15612.0,1,0.0,0.059895250458838804,4.0,1.0,72390.11207198375,-1,35.32015393209608,2.51250734940403,1.498556844299535,1356.613038759147,950.3835275409572,18.489755993265092,11.096346580431355,0.14613678274581074,15419.133174760136,37916.40196707291,0.10235461144892985,2016-11-18,2016,11,46,18,4,0.0
baa68bbc-b73a-4561-ada7-5fcd6c1f579e,001b96dd-29c9-4cda-8796-6b8c61c9805c,1,2016-10-15 14:00:00,99999999.0,1,0.0,0.7869645015443842,1.0,1.0,100780.0,11,35.32015393209608,3.0,2.0,745.0,804.56,36.8,15.0,0.0,23043.0,63133.0,0.0,2016-10-15,2016,10,41,15,4,0.00023043000230430004
59e904e8-940d-41fa-9da7-fd7cd65133af,00207e9c-8d26-4a7a-9246-31073587d3c1,1,2016-07-17 13:59:00,11163.0,0,0.0,0.7869645015443842,0.0,1.0,72390.11207198375,-1,35.32015393209608,2.51250734940403,1.498556844299535,1356.613038759147,950.3835275409572,18.489755993265092,11.096346580431355,0.14613678274581074,15419.133174760136,37916.40196707291,0.10235461144892985,2016-07-17,2016,7,28,17,3,0.0
